customerid,exited,surname,creditscore,geography,gender,age,tenure,balance,hascrcard,isactivemember,estimatedsalary,bank_products
15611105,0,Castella,799,Spain,Male,35.0,7,0.0,0,1,140780.8,"CreditCard,SavingsAccount"
15630920,0,Du Cane,724,France,Male,34.0,2,154485.74,0,0,78560.64,"CertificateOfDeposit,CreditCard"
15574910,0,Ferguson,601,France,Male,50.0,2,115625.07,1,0,185855.21,AutoLoan
15756472,0,Odinakachukwu,804,France,Male,25.0,7,108396.67,1,0,128276.95,CertificateOfDeposit
15682890,0,Woronoff,745,Germany,Male,38.0,5,65095.41,1,1,140197.42,"MortgageLoan,RetirementAccount"
15641994,1,Meng,667,Germany,Male,43.0,1,103018.45,1,0,32462.39,RetirementAccount
15733297,0,Sinclair,518,France,Female,38.0,10,84764.79,1,1,162253.9,PersonalLoan
15767793,0,Hsu,819,France,Female,38.0,10,0.0,1,0,30498.7,"HomeEquityLoan,CertificateOfDeposit"
15725698,0,Panicucci,520,Spain,Female,35.0,4,115680.81,1,1,90280.7,HomeEquityLoan
15813532,0,Burns,625,France,Female,39.0,5,0.0,1,0,32615.21,"SavingsAccount,InvestmentFund"
15576760,0,Onodugoadiegbemma,673,Germany,Male,36.0,5,73088.06,0,0,196142.26,"CertificateOfDeposit,CheckingAccount"
15732102,0,Darling,656,Germany,Female,27.0,3,150905.03,1,0,16998.72,"SavingsAccount,PersonalLoan"
15739046,0,Maggard,850,Spain,Female,23.0,9,143054.85,0,1,62980.96,CreditCard
15631927,0,Thomas,574,Spain,Female,28.0,7,0.0,0,0,185660.3,"CertificateOfDeposit,MortgageLoan"
15672115,0,Lettiere,679,France,Male,60.0,6,0.0,1,1,77331.77,"CreditCard,InvestmentFund"
15618765,0,Ponomaryov,530,Germany,Female,42.0,0,99948.45,0,1,97338.62,HomeEquityLoan
15679148,0,Oliver,508,France,,44.0,3,115451.05,0,0,67234.33,"MortgageLoan,CreditCard"
15728474,0,Chienezie,558,Germany,Male,32.0,4,108235.91,1,1,143783.28,SavingsAccount
15636999,1,Mao,414,France,Male,38.0,8,0.0,0,1,77661.12,RetirementAccount
15754261,0,Ho,648,Spain,Male,42.0,2,98795.61,1,0,89123.99,"AutoLoan,CheckingAccount"
15629150,0,Lucchese,721,France,Female,37.0,1,0.0,1,0,70810.8,"MortgageLoan,CreditCard"
15736274,0,Prokhorova,751,France,Male,31.0,8,0.0,0,0,17550.49,"RetirementAccount,CheckingAccount"
15627697,0,Alekseyeva,662,France,Male,34.0,2,0.0,0,1,21497.27,"CreditCard,AutoLoan"
15721585,0,Dr. Blacklock,628,Germany,Male,29.0,3,113146.98,0,1,124749.08,"CreditCard,MortgageLoan"
15639946,1,Sazonova,597,Germany,Female,39.0,8,162532.14,1,0,36051.46,"AutoLoan,MortgageLoan,HomeEquityLoan"
15792176,0,Henty,698,Spain,Female,40.0,0,92053.44,1,1,143681.83,SavingsAccount
15699450,0,Li,723,France,Male,48.0,7,0.0,1,1,150694.58,"AutoLoan,SavingsAccount"
15729954,1,Azuka,586,France,Female,28.0,5,0.0,1,0,170487.4,"AutoLoan,InvestmentFund,SavingsAccount"
15600103,0,Alexander,633,Germany,Female,29.0,8,104944.1,1,1,97684.46,AutoLoan
15786200,0,Brock,564,France,Male,31.0,4,0.0,1,0,53520.03,"PersonalLoan,RetirementAccount"
15797010,0,Dr. Shen,649,France,Female,31.0,2,0.0,1,0,15200.61,"MortgageLoan,HomeEquityLoan"
15670172,0,Padovesi,622,France,Female,30.0,4,107879.04,0,1,196894.62,CreditCard
15627352,1,Bulgakov,459,Germany,Male,46.0,7,110356.42,1,0,4969.13,InvestmentFund
15622494,0,Mazzanti,718,France,Male,27.0,2,0.0,0,0,26229.24,"RetirementAccount,CertificateOfDeposit"
15585835,0,Lord,655,Spain,Female,34.0,4,109783.69,1,0,134034.32,"RetirementAccount,InvestmentFund"
15595071,0,Ramos,696,France,Male,22.0,9,149777.0,1,1,198032.93,MortgageLoan
15628203,0,Pai,637,France,Female,38.0,3,104339.56,0,0,119882.86,AutoLoan
15667190,0,Yuan,630,Spain,Female,21.0,1,85818.18,1,1,133102.3,CertificateOfDeposit
15780212,0,Mao,592,France,Male,37.0,4,212692.97,0,0,176395.02,HomeEquityLoan
15766869,0,Uspenskaya,634,Germany,Male,37.0,1,89696.84,1,1,193179.88,"PersonalLoan,CreditCard"
15775741,0,Powell,608,France,Female,28.0,9,0.0,1,1,125062.02,"SavingsAccount,CreditCard"
15628170,0,Brown,565,Germany,Female,32.0,9,68067.24,1,0,143287.58,CreditCard
15701318,0,Poole,763,Spain,Male,67.0,9,148564.66,0,1,87236.4,HomeEquityLoan
15710928,0,McChesney,665,France,Female,55.0,8,136354.16,1,1,93769.89,CreditCard
15682547,0,Lucchese,649,France,Male,38.0,1,122214.0,0,1,88965.46,SavingsAccount
15631170,0,Clements,695,France,Male,45.0,3,0.0,1,1,30793.61,"AutoLoan,CertificateOfDeposit"
15648702,0,Dr. Yuriev,775,Germany,Male,70.0,6,119684.88,1,1,74532.02,"CreditCard,PersonalLoan"
15783444,0,Endrizzi,788,France,Female,39.0,3,135139.33,0,1,113086.08,RetirementAccount
15809178,1,Pan,569,Germany,Female,42.0,9,146100.75,1,0,32574.01,CreditCard
15806688,1,Manfrin,726,Spain,Female,56.0,8,123110.9,0,1,130113.78,"MortgageLoan,HomeEquityLoan,CreditCard"
15576824,1,Kennedy,564,Germany,Female,44.0,3,111760.4,1,1,104722.47,"CertificateOfDeposit,PersonalLoan,MortgageLoan"
15675422,0,Conway,544,France,Female,32.0,9,110728.39,1,1,14559.62,MortgageLoan
15681550,0,Lablanc,614,France,Female,41.0,8,121558.46,1,1,598.8,CertificateOfDeposit
15812628,0,Dodd,453,Germany,Female,38.0,8,120623.21,1,0,129697.99,CreditCard
15597951,0,Muir,471,France,Female,58.0,4,114713.57,1,1,36315.03,RetirementAccount
15807045,0,Milanesi,829,Germany,Female,37.0,3,103457.76,0,0,1114.12,HomeEquityLoan
15581748,0,Shen,754,Germany,Male,57.0,2,101134.87,1,1,70954.41,"InvestmentFund,HomeEquityLoan"
15770420,0,Dillon,749,Germany,Male,46.0,10,78136.36,1,1,73470.98,"CheckingAccount,InvestmentFund"
15608230,0,Hoelscher,667,France,Male,23.0,1,0.0,1,0,91573.19,"CreditCard,SavingsAccount"
15730339,0,Bell,670,Spain,Male,30.0,3,133446.34,0,0,3154.95,CreditCard
15712584,0,Liao,670,France,Female,33.0,7,0.0,1,1,88187.81,"RetirementAccount,PersonalLoan"
15592816,1,Udokamma,623,Germany,Female,48.0,1,108076.33,1,0,118855.26,RetirementAccount
15641480,0,Dr. Sinnett,571,France,Male,32.0,5,131354.25,1,0,125256.53,CheckingAccount
15708505,0,Dr. Palerma,641,Germany,Female,37.0,7,62974.64,0,1,39016.43,"AutoLoan,CheckingAccount"
15791131,0,Chimaijem,551,Germany,Female,30.0,2,143340.44,1,0,145796.49,CheckingAccount
15618225,0,Prof. Porter,741,Germany,Male,36.0,8,116993.43,1,0,168816.22,"RetirementAccount,HomeEquityLoan"
15644724,0,Fan,472,France,Male,31.0,4,58662.92,0,1,73322.0,"PersonalLoan,HomeEquityLoan"
15662098,1,Dr. Palmer,650,Spain,Male,41.0,3,128808.65,0,0,113677.53,"MortgageLoan,AutoLoan,RetirementAccount"
15723894,0,Younger,625,France,Male,45.0,7,137555.44,0,0,124607.7,CreditCard
15787699,0,Burke,650,Germany,Male,34.0,4,142393.11,1,1,11276.48,AutoLoan
15687738,0,Nwagugheuzo,535,France,Female,38.0,8,0.0,1,0,136620.64,"AutoLoan,PersonalLoan"
15576126,0,Young,649,France,Female,41.0,2,125785.23,1,1,70523.92,RetirementAccount
15658889,1,Watson,689,France,Male,22.0,4,136444.25,1,0,51980.25,SavingsAccount
15667046,0,Tseng,694,Spain,Male,38.0,7,121527.4,1,0,113481.02,CheckingAccount
15669957,0,Drake,655,Germany,Male,52.0,9,144696.75,1,1,49025.79,InvestmentFund
15655794,0,Hanna,620,France,Male,36.0,8,0.0,1,1,145937.99,"InvestmentFund,CertificateOfDeposit"
15599829,0,Padovesi,577,France,Female,35.0,10,0.0,1,1,25161.61,"AutoLoan,SavingsAccount"
15753332,1,Loftus,401,Germany,Male,48.0,8,128140.17,1,0,175753.55,InvestmentFund
15671124,0,Buccho,599,France,Male,25.0,6,120383.41,1,1,24903.09,HomeEquityLoan
15767474,1,Lorenzo,481,France,Female,57.0,9,0.0,1,1,169719.35,"CreditCard,PersonalLoan,MortgageLoan"
15720671,0,Ibezimako,704,France,Male,42.0,8,129735.3,1,1,179565.57,"CreditCard,PersonalLoan"
15626787,1,Wei,698,Spain,Female,31.0,8,185078.26,0,0,115337.74,CertificateOfDeposit
15774491,0,Ross,480,France,Female,28.0,6,0.0,0,0,48131.92,"RetirementAccount,CreditCard"
15579647,0,Dr. Oluchukwu,682,France,Male,42.0,0,0.0,1,1,160828.98,HomeEquityLoan
15625522,0,Walker,700,Spain,Male,31.0,7,0.0,0,1,145151.96,"InvestmentFund,AutoLoan"
15765806,0,Wu,492,France,Male,29.0,1,144591.96,1,1,196293.76,RetirementAccount
15566708,1,Chidalu,444,France,Female,45.0,4,0.0,1,0,161653.5,"CreditCard,RetirementAccount"
15668347,0,Ingram,624,France,Male,36.0,6,0.0,0,0,84635.64,"CheckingAccount,CertificateOfDeposit"
15575214,0,Ch'en,709,France,Male,37.0,7,0.0,1,0,159486.76,InvestmentFund
15591123,0,Iredale,557,Germany,Male,68.0,2,100194.44,1,1,38596.34,HomeEquityLoan
15573280,0,Gallagher,646,Germany,Male,50.0,6,145295.31,1,1,27814.74,"InvestmentFund,MortgageLoan"
15589018,0,Padilla,719,Germany,Male,28.0,3,106070.29,1,1,183893.31,"PersonalLoan,MortgageLoan"
15654495,0,Potter,706,Germany,Female,47.0,6,120621.89,1,1,140803.7,PersonalLoan
15597265,0,Mao,660,France,Male,38.0,7,0.0,0,1,146585.53,"CreditCard,SavingsAccount"
15733876,0,Dr. Schneider,667,France,Male,36.0,9,0.0,1,1,40062.29,"CreditCard,CertificateOfDeposit"
15677217,0,Ibragimova,705,France,Male,30.0,1,0.0,1,1,181300.32,SavingsAccount
15747265,0,Huang,598,Germany,Female,27.0,10,171283.91,1,1,84136.12,CreditCard
15713379,0,Anderson,669,France,Male,26.0,4,0.0,1,1,197594.34,"CheckingAccount,HomeEquityLoan"
15730433,1,Nakayama,580,Germany,Female,38.0,1,128218.47,1,0,125953.83,MortgageLoan
15693347,0,Gardener,676,France,Female,32.0,5,0.0,1,1,75465.41,"PersonalLoan,MortgageLoan"
15715465,0,Aksenova,714,Germany,,28.0,7,77776.39,1,0,177737.07,HomeEquityLoan
15680736,0,Milne,597,Germany,Female,72.0,6,124978.19,1,1,7144.46,"PersonalLoan,RetirementAccount"
15610765,0,Onwumelu,559,France,Male,29.0,1,0.0,0,0,155639.76,"RetirementAccount,SavingsAccount"
15650034,0,Kudryashova,564,France,Female,28.0,1,0.0,1,1,162428.05,CertificateOfDeposit
15782468,1,Hart,850,,Male,51.0,3,109799.55,1,1,12457.76,"PersonalLoan,CertificateOfDeposit"
15685109,0,Teng,689,France,Male,39.0,7,0.0,0,0,14917.09,"CreditCard,SavingsAccount"
15776233,1,Kruglova,758,Germany,Female,61.0,8,125397.21,1,0,182184.09,CertificateOfDeposit
15761141,0,Palerma,604,Spain,Female,71.0,10,0.0,1,1,129984.2,"AutoLoan,CheckingAccount"
15781702,0,Brookes,733,Germany,Male,38.0,9,111347.37,0,1,194872.97,"CheckingAccount,HomeEquityLoan"
15790235,0,Hsing,778,Spain,Male,40.0,8,104291.41,1,1,117507.11,"HomeEquityLoan,InvestmentFund"
15641416,1,Shaffer,732,Germany,,61.0,9,94867.18,1,1,157527.6,"AutoLoan,SavingsAccount"
15775234,0,Prof. Laurie,646,France,Male,24.0,8,0.0,0,0,92612.88,"RetirementAccount,CheckingAccount"
15659475,0,Chung,597,France,Female,33.0,6,135703.59,0,0,74850.84,"AutoLoan,RetirementAccount"
15642202,0,Whitfield,821,Germany,Female,37.0,5,106453.53,0,1,127413.0,"AutoLoan,HomeEquityLoan"
15771417,1,Thomas,640,France,Male,43.0,7,132412.38,0,0,69584.3,CheckingAccount
15585100,1,Dr. Rioux,511,Germany,Female,40.0,9,124401.6,1,0,198814.24,CheckingAccount
15700487,1,Osonduagwuike,805,France,Male,46.0,6,118022.06,1,0,162643.15,"CheckingAccount,InvestmentFund,MortgageLoan"
15726589,0,Dr. Matveyev,540,Germany,Male,39.0,1,82531.11,1,0,114092.52,AutoLoan
15747503,1,Prof. Hayward,705,Spain,Male,44.0,0,184552.12,1,0,68860.3,SavingsAccount
15595883,0,Nkemdirim,540,Germany,Male,39.0,4,127278.31,1,1,16150.34,InvestmentFund
15663826,0,Prof. Brim,532,Spain,Female,66.0,3,0.0,1,1,115227.02,MortgageLoan
15742820,0,Trevisano,535,France,Female,45.0,2,0.0,0,1,170621.55,"CertificateOfDeposit,SavingsAccount"
15624793,0,Soubeiran,627,Germany,Male,23.0,5,184244.86,1,0,103099.22,InvestmentFund
15597930,1,Wilson,646,France,Male,52.0,8,59669.43,0,0,172495.81,AutoLoan
15665110,0,Helena,515,France,Female,25.0,7,79543.59,0,1,38772.82,HomeEquityLoan
15770719,0,Duncan,697,France,Female,39.0,6,151553.19,1,1,44946.29,MortgageLoan
15731327,0,Hale,652,Germany,Male,27.0,2,166527.88,0,1,146007.7,"CertificateOfDeposit,AutoLoan"
15576044,0,Prof. Macdonald,579,Germany,Male,28.0,6,150329.15,1,0,145558.42,MortgageLoan
15775662,0,McKay,760,France,Male,43.0,8,121911.59,1,0,193312.33,RetirementAccount
15646817,0,Chiekwugo,769,France,Male,51.0,9,156773.78,1,0,40257.79,"SavingsAccount,InvestmentFund"
15596060,0,Dr. Skinner,498,Spain,Male,29.0,8,127864.26,1,1,46677.9,PersonalLoan
15723299,1,Sorokina,774,France,,53.0,4,113709.28,1,1,153887.93,CheckingAccount
15636982,0,Dr. Weller,705,Germany,Female,43.0,7,79974.55,1,1,103108.33,SavingsAccount
15751175,0,Bess,648,,Female,44.0,2,0.0,1,1,58652.23,"CreditCard,HomeEquityLoan"
15618936,1,Dr. MacDonald,688,France,Female,51.0,5,0.0,1,0,91624.11,SavingsAccount
15787529,1,Gray,592,Spain,Male,38.0,0,0.0,1,0,65986.48,RetirementAccount
15780128,0,Ogbonnaya,705,France,Male,33.0,3,144427.96,1,0,113845.19,"CertificateOfDeposit,InvestmentFund"
15615991,0,Udegbulam,654,France,Male,42.0,7,99263.09,1,1,67607.9,HomeEquityLoan
15757001,0,Mai,624,France,Female,32.0,2,79368.87,1,1,145471.94,"CertificateOfDeposit,HomeEquityLoan"
15595388,0,Yeh,594,France,Female,30.0,10,0.0,1,1,124071.71,"HomeEquityLoan,CertificateOfDeposit"
15699550,0,Babbage,695,Spain,Female,34.0,9,0.0,1,1,67502.12,"HomeEquityLoan,MortgageLoan"
15581620,0,Franklin,597,France,Male,28.0,2,0.0,1,1,78707.97,"InvestmentFund,SavingsAccount,MortgageLoan"
15600934,1,Randell,758,France,Female,52.0,7,125095.94,1,0,171189.83,SavingsAccount
15738672,0,Paterson,737,Germany,Female,40.0,2,162485.8,1,0,149381.32,"HomeEquityLoan,CheckingAccount"
15721307,0,Pickering,694,Germany,Male,37.0,1,95668.82,1,0,100335.55,"RetirementAccount,HomeEquityLoan"
15619280,0,Uspensky,683,France,Male,25.0,4,0.0,1,0,152698.24,"MortgageLoan,SavingsAccount"
15768244,0,Macleod,538,Spain,Female,30.0,8,0.0,1,1,41192.95,"RetirementAccount,CheckingAccount"
15806837,0,Nnaife,669,France,Male,37.0,4,0.0,1,0,132540.33,CertificateOfDeposit
15643496,0,Randolph,730,France,Female,34.0,5,74197.38,1,0,96875.52,"SavingsAccount,HomeEquityLoan"
15813916,0,Dr. Kudryashova,622,France,Female,31.0,1,89688.94,1,1,152305.47,RetirementAccount
15626385,0,George,714,Spain,Female,33.0,10,103121.33,1,1,49672.01,"CertificateOfDeposit,CreditCard"
15603582,0,Robertson,569,Spain,Female,34.0,3,0.0,1,0,133997.53,RetirementAccount
15764351,0,Yuryeva,668,Germany,Female,59.0,5,120170.07,0,1,50454.8,CertificateOfDeposit
15667938,0,Hurst,628,France,Male,32.0,9,149136.31,1,1,16402.11,"SavingsAccount,AutoLoan"
15576360,0,Ch'iu,600,France,Male,40.0,1,141136.79,1,1,67803.83,CreditCard
15628813,0,King,693,France,Female,43.0,4,152341.55,1,0,9241.78,MortgageLoan
15584190,0,Esposito,704,France,Male,36.0,7,120026.98,0,1,100601.73,"MortgageLoan,InvestmentFund"
15716449,0,Fraser,527,Spain,Male,33.0,9,132168.28,0,0,98734.15,RetirementAccount
15759913,0,Trentini,553,Germany,Male,,6,85200.82,1,1,160574.09,"CertificateOfDeposit,InvestmentFund"
15701555,0,Nicholls,575,Spain,Male,53.0,1,84903.33,0,1,26015.8,"CreditCard,MortgageLoan"
15758482,0,Montalvo,626,France,Female,32.0,0,0.0,0,0,187172.54,"MortgageLoan,AutoLoan"
15758171,0,Tien,582,France,Male,20.0,4,0.0,1,1,55763.66,HomeEquityLoan
15680346,0,Chuang,683,Spain,Male,40.0,8,0.0,1,0,75848.22,SavingsAccount
15649124,0,Fang,850,France,Male,30.0,9,121535.18,0,0,40313.47,SavingsAccount
15812917,0,Dr. Kosisochukwu,653,Spain,Male,35.0,6,116662.96,1,1,23864.21,"InvestmentFund,AutoLoan"
15768455,0,Prof. Young,679,France,Male,60.0,8,0.0,1,1,51380.9,"MortgageLoan,CheckingAccount"
15703059,0,Scott,549,Germany,Female,49.0,6,124829.16,0,1,93551.36,PersonalLoan
15646196,0,Yeh,850,Spain,Female,36.0,2,155180.56,0,0,169415.54,"SavingsAccount,CertificateOfDeposit"
15585451,0,Vigano,558,Germany,Female,32.0,1,108262.87,1,1,6935.31,PersonalLoan
15714057,0,Windradyne,528,Spain,Male,40.0,4,0.0,1,0,25399.7,"MortgageLoan,CreditCard"
15748473,0,Curnow,801,France,Male,38.0,5,0.0,1,0,66256.27,"AutoLoan,HomeEquityLoan"
15785782,1,Ugonna,513,Spain,Male,48.0,2,0.0,1,1,114709.13,HomeEquityLoan
15693233,0,Dr. De Neeve,666,Germany,Male,38.0,6,99812.88,1,1,158357.97,"CheckingAccount,AutoLoan"
15757521,0,Ricci,606,France,Male,35.0,2,132164.26,0,1,164815.59,CheckingAccount
15812513,1,Nnaife,599,Germany,Male,45.0,10,103583.05,1,0,132127.69,PersonalLoan
15674950,0,Ebelechukwu,544,Germany,Male,39.0,4,142406.43,1,0,146637.45,"CreditCard,MortgageLoan"
15678572,1,Keating,529,Spain,Male,38.0,7,99842.5,1,0,90256.06,"MortgageLoan,InvestmentFund"
15713608,0,Tuan,850,France,Female,41.0,5,0.0,1,1,34827.43,"InvestmentFund,PersonalLoan"
15579262,0,Shearston,497,France,Male,41.0,9,0.0,0,0,22074.48,CertificateOfDeposit
15610426,0,Tien,764,France,Female,39.0,5,81042.42,0,1,109805.17,SavingsAccount
15776454,1,Hamilton,603,France,Female,48.0,5,0.0,1,0,100478.6,CertificateOfDeposit
15771483,0,Arnold,609,France,Male,40.0,6,0.0,1,1,97416.34,"SavingsAccount,RetirementAccount"
15648489,1,Ting,487,France,Male,53.0,4,199689.49,1,1,24207.86,MortgageLoan
15646609,0,Chao,748,France,Male,33.0,1,142645.43,0,0,69132.66,PersonalLoan
15693203,0,Powell,710,Spain,Female,75.0,5,0.0,1,1,9376.89,"MortgageLoan,CreditCard"
15813067,1,Williams,432,Germany,Female,45.0,3,110219.14,1,0,43046.7,CreditCard
15769829,0,Cheng,534,Spain,Male,51.0,3,0.0,0,1,20856.31,"RetirementAccount,PersonalLoan"
15662434,0,Zhdanova,607,France,Male,25.0,3,0.0,0,0,187048.72,"RetirementAccount,CreditCard"
15773503,0,Tsai,551,Spain,Male,32.0,4,0.0,1,0,53420.53,"SavingsAccount,InvestmentFund"
15705890,0,Nebechukwu,674,France,Male,45.0,7,142072.02,1,0,37013.29,CreditCard
15711398,0,Fetherstonhaugh,525,France,Female,25.0,6,0.0,1,0,89566.64,"CertificateOfDeposit,MortgageLoan"
15752375,0,Dr. Ojiofor,645,Germany,Male,33.0,8,149564.61,0,0,149913.84,CreditCard
15659175,0,Severson,755,France,Female,43.0,9,0.0,1,0,18066.69,"HomeEquityLoan,AutoLoan"
15597033,0,Speight,708,Germany,Male,37.0,8,153366.13,1,1,26912.34,InvestmentFund
15590228,0,Greenwalt,715,France,Male,21.0,6,76467.16,1,1,173511.72,CreditCard
15631848,0,Grover,727,France,Female,26.0,9,121508.28,1,1,146785.44,HomeEquityLoan
15654211,0,Milani,559,,Female,27.0,1,0.0,0,1,1050.33,InvestmentFund
15707968,1,Akobundu,545,Spain,Male,36.0,8,73211.12,1,0,89587.34,"CertificateOfDeposit,HomeEquityLoan"
15594084,0,Anderson,524,France,Male,22.0,9,0.0,1,0,74405.34,"CheckingAccount,CreditCard"
15651093,0,Chien,707,France,Female,55.0,1,0.0,0,1,54409.48,"InvestmentFund,PersonalLoan"
15798824,0,Dr. Kennedy,671,Spain,Male,38.0,0,92674.94,1,0,3647.57,"InvestmentFund,CheckingAccount"
15671591,1,Castiglione,439,Spain,Male,52.0,3,96196.24,1,0,198874.52,"HomeEquityLoan,MortgageLoan,InvestmentFund,RetirementAccount"
15707189,0,Marshall,667,Germany,Female,36.0,1,114391.62,1,1,53412.54,HomeEquityLoan
15733581,0,Duncan,831,Germany,Male,32.0,9,80262.66,1,0,194867.78,CreditCard
15641640,0,Uspenskaya,545,Spain,Female,33.0,7,173331.52,1,0,150452.88,HomeEquityLoan
15585284,0,Thomson,604,Spain,Female,35.0,7,147285.52,1,1,57807.05,CreditCard
15617866,0,Calabrese,657,Spain,Male,67.0,5,119785.47,1,1,107534.32,"InvestmentFund,AutoLoan"
15667751,0,Herrera,487,Spain,Female,36.0,1,140137.15,1,0,194073.33,HomeEquityLoan
15669411,1,Muse,750,Germany,Female,52.0,6,107467.56,1,0,126233.18,RetirementAccount
15789425,1,Marsden,694,Germany,Female,37.0,8,98218.04,1,0,182354.46,"SavingsAccount,MortgageLoan"
15570943,0,Artemyeva,711,Germany,Female,35.0,2,133607.75,1,1,120586.32,CreditCard
15685829,0,McKay,551,France,Male,37.0,3,0.0,1,1,50578.4,"CertificateOfDeposit,CheckingAccount"
15721917,0,Chuang,559,France,Female,38.0,8,95139.41,1,1,86575.46,AutoLoan
15776047,0,Nicholls,620,France,Female,29.0,3,0.0,0,1,153392.28,"CertificateOfDeposit,InvestmentFund"
15716024,0,Dr. Dennis,660,Spain,Male,42.0,5,0.0,1,0,115509.59,"MortgageLoan,CheckingAccount"
15675328,0,Knight,449,France,Female,37.0,6,0.0,1,0,82176.48,"CertificateOfDeposit,InvestmentFund"
15604314,0,Webb,703,Germany,Female,26.0,1,97331.19,1,0,63717.49,InvestmentFund
15658339,0,Pugliesi,795,Germany,Male,37.0,2,139265.63,1,1,198745.94,"AutoLoan,CreditCard"
15630402,0,Nebechukwu,594,France,Female,31.0,9,0.0,0,1,5719.11,CreditCard
15689616,0,Ward,586,Spain,Male,34.0,5,168094.01,0,0,20058.61,RetirementAccount
15774224,0,Nixon,613,Germany,Female,30.0,5,131563.88,1,0,170638.98,"CheckingAccount,AutoLoan"
15701291,0,Chidubem,601,France,Male,44.0,3,0.0,1,0,30607.11,"PersonalLoan,CheckingAccount"
15719606,0,Rivers,657,France,Male,50.0,9,0.0,0,0,37171.46,"InvestmentFund,HomeEquityLoan"
15644119,0,Sochima,531,France,Male,31.0,3,0.0,1,1,42589.33,PersonalLoan
15646859,0,Heydon,621,Germany,Male,47.0,7,107363.29,1,1,66799.28,InvestmentFund
15606836,0,Lombardo,782,France,Female,33.0,2,94493.03,0,1,101866.39,SavingsAccount
15664150,0,Holland,528,Germany,Female,29.0,9,170214.23,1,0,49284.0,"PersonalLoan,CheckingAccount"
15624510,1,Tien,696,France,Male,52.0,6,139781.06,1,0,27445.4,RetirementAccount
15810944,0,Bryant,586,France,Female,35.0,7,0.0,1,0,70760.69,"RetirementAccount,SavingsAccount"
15668575,1,Hao,626,Spain,Female,26.0,8,148610.41,0,1,104502.02,"RetirementAccount,MortgageLoan,InvestmentFund"
15603246,0,Genovesi,498,France,Male,73.0,2,170241.7,1,1,165407.96,"InvestmentFund,SavingsAccount"
15804002,0,Kovalev,691,France,,33.0,1,128306.83,1,1,113580.79,CreditCard
15728773,0,Hsieh,568,France,Female,47.0,7,0.0,1,1,45978.39,"CheckingAccount,CreditCard"
15598044,0,Debellis,715,France,Female,35.0,3,0.0,1,1,152012.36,SavingsAccount
15694829,0,Chibueze,680,Germany,Male,32.0,7,175454.0,0,1,77349.92,HomeEquityLoan
15600575,0,Dr. Padovano,802,Spain,Male,41.0,6,0.0,1,0,47322.05,"MortgageLoan,CheckingAccount"
15727311,0,Yen,539,France,Female,22.0,0,100885.93,1,1,38772.65,"InvestmentFund,MortgageLoan"
15570769,0,Kibble,494,France,Male,69.0,9,93320.8,1,1,24489.44,CheckingAccount
15606274,0,Lori,594,Germany,Male,38.0,6,63176.44,1,1,14466.08,"CheckingAccount,MortgageLoan"
15746139,0,Enemuo,596,France,Male,33.0,2,139451.67,0,0,63142.12,HomeEquityLoan
15704987,0,Lu,649,France,Female,52.0,8,49113.75,1,0,41858.43,CheckingAccount
15628972,1,Nebeolisa,699,Germany,Male,32.0,1,123906.22,1,1,127443.82,"CertificateOfDeposit,CheckingAccount,SavingsAccount"
15697686,0,Dr. Stewart,787,France,Female,40.0,6,0.0,1,1,84151.98,"CheckingAccount,InvestmentFund"
15733883,0,Ward,604,France,Male,28.0,7,0.0,0,0,58595.64,"RetirementAccount,PersonalLoan"
15617482,1,Milanesi,489,Germany,,52.0,1,131441.51,1,0,37240.11,RetirementAccount
15704583,1,Chikwado,651,France,Male,56.0,2,0.0,1,0,114522.68,SavingsAccount
15621083,1,Douglas,698,France,Male,57.0,6,136325.48,1,1,72549.27,"SavingsAccount,AutoLoan"
15649487,1,Sal,578,Germany,Female,38.0,4,113150.44,1,0,176712.59,"HomeEquityLoan,RetirementAccount"
15736760,0,Douglas,538,Spain,Female,42.0,9,0.0,0,0,152855.96,CertificateOfDeposit
15714658,0,Yates,696,France,Female,33.0,4,0.0,1,1,73371.65,"CertificateOfDeposit,MortgageLoan"
15599081,0,Watt,507,Germany,Female,46.0,8,102785.16,1,1,70323.68,SavingsAccount
15705113,0,P'an,685,Spain,Male,34.0,6,83264.28,0,0,9663.28,CheckingAccount
15631159,0,H?,705,Germany,Male,41.0,4,72252.64,1,1,142514.66,"CreditCard,SavingsAccount"
15792818,0,Perry,499,Germany,Female,29.0,6,148051.52,1,0,118623.94,InvestmentFund
15633531,0,Dr. Lavrov,717,France,Female,76.0,9,138489.66,1,1,68400.14,HomeEquityLoan
15744529,0,Chiekwugo,510,France,Male,63.0,8,0.0,1,1,115291.86,"AutoLoan,InvestmentFund"
15669656,0,Prof. Macdonald,632,France,Male,32.0,6,111589.33,1,1,170382.99,HomeEquityLoan
15581198,1,Jenkins,668,Germany,Female,39.0,0,122104.79,1,0,112946.67,RetirementAccount
15729054,0,Korovina,744,,Male,32.0,4,96106.83,1,1,79812.77,CertificateOfDeposit
15573452,0,Manning,663,Germany,Male,42.0,7,115930.87,1,0,19862.78,PersonalLoan
15776733,0,Wilson,638,Germany,Female,37.0,7,124513.66,1,0,158610.89,"InvestmentFund,CreditCard"
15724858,1,Begum,688,France,Female,54.0,9,0.0,1,0,191212.63,MortgageLoan
15713144,0,Ingrassia,588,Spain,Male,46.0,8,0.0,1,0,61931.21,PersonalLoan
